OI,1152.15
OI,1217.65
OI,1302.17
OI,1304.86
OI,1306.03
OI,7771.9
OI,7774.2
OI,7775.4
OI,8446.4
MgI,3832.3
MgI,3838.3
MgI,5172.7
MgI,5183.6
MgII,1239.93
MgII,1240.94
MgII,4481.2
MgII,7877.1
MgII,7896.4
SiII,1190.42
SiII,1193.29
SiII,1194.5
SiII,1197.39
SiII,1223.9
SiII,1224.25
SiII,1224.97
SiII,1226.8
SiII,1226.98
SiII,1227.6
SiII,1228.74
SiII,1229.38
SiII,1246.74
SiII,1248.43
SiII,1250.09
SiII,1250.44
SiII,1251.16
SiII,1260.42
SiII,1264.74
SiII,1304.37
SiII,1309.28
SiII,1346.88
SiII,1348.54
SiII,1350.07
SiII,1352.64
SiII,1353.72
SiII,3856.0
SiII,3862.6
SiII,4128.1
SiII,4130.9
SiII,5056.0
SiII,6347.1
SiII,6371.4
CaII,1432.5
CaII,1433.75
CaII,3158.9
CaII,3179.3
CaII,3181.3
CaII,3706.0
CaII,3736.9
CaII,3933.7
CaII,3968.5
CaII,8498.0
CaII,8542.1
CaII,8662.1
TiII,3217.1
TiII,3234.5
TiII,3236.6
TiII,3239.0
TiII,3242.0
TiII,3248.6
TiII,3252.9
TiII,3254.2
TiII,3261.6
TiII,3278.3
TiII,3278.9
TiII,3287.7
TiII,3322.9
TiII,3329.5
TiII,3332.1
TiII,3335.2
TiII,3341.9
TiII,3349.0
TiII,3349.4
TiII,3361.2
TiII,3372.8
TiII,3380.3
TiII,3383.8
TiII,3387.8
TiII,3504.9
TiII,3685.2
TiII,3759.3
TiII,3761.3
CrII,1433.77
CrII,1434.67
CrII,1434.799
CrII,1434.98
CrII,1435.2
CrII,3118.6
CrII,3120.4
CrII,3125.0
CrII,3128.7
CrII,3132.1
CrII,3147.2
CrII,3180.7
CrII,3197.1
CrII,3358.5
CrII,3360.3
CrII,3368.0
CrII,3403.3
CrII,3408.8
CrII,3422.7
MnII,1199.39
MnII,1201.11
FeI,3570.1
FeI,3581.2
FeI,3749.5
FeII,1143.23
FeII,1144.94
FeII,1146.83
FeII,1146.95
FeII,1147.41
FeII,1148.08
FeII,1148.28
FeII,1149.59
FeII,1150.29
FeII,1150.47
FeII,1150.69
FeII,1151.15
FeII,1154.4
FeII,1159.34
FeII,1168.49
FeII,1169.19
FeII,1175.68
FeII,1183.83
FeII,1187.42
FeII,1192.03
FeII,1198.93
FeII,1267.42
FeII,1271.98
FeII,1272.61
FeII,1275.14
FeII,1275.78
FeII,1277.64
FeII,1311.06
FeII,1358.94
FeII,1361.37
FeII,1364.58
FeII,1371.02
FeII,1372.29
FeII,1373.72
FeII,1375.17
FeII,1377.99
FeII,1379.47
FeII,1379.62
FeII,1383.58
FeII,1387.22
FeII,1392.15
FeII,1392.82
FeII,1405.61
FeII,1408.48
FeII,1412.84
FeII,1413.7
FeII,1420.91
FeII,1424.72
FeII,1435.0
FeII,3114.3
FeII,3167.9
FeII,3170.3
FeII,3177.5
FeII,3183.1
FeII,3186.7
FeII,3192.9
FeII,3193.8
FeII,3196.1
FeII,3210.4
FeII,3213.3
FeII,3227.7
FeII,3247.2
FeII,3255.9
FeII,3258.8
FeII,3259.1
FeII,3493.5
FeII,4233.2
FeII,4923.9
FeII,5018.4
FeII,5169.0
FeII,5276.0
CII,1334.53
CII,1335.71
NI,1199.55
NI,1200.22
NI,1200.71
AlII,1191.81
SiIII,1206.5
PII,1154.0
PII,1159.09
PII,1249.83
SI,1425.03
SII,1204.28
SII,1250.58
SII,1253.81
SII,1259.52
ClI,1347.24
MnII,1199.39
MnII,1201.11
NiII,1317.22
NiII,1335.2
NiII,1370.13
NiII,1381.29
NiII,1393.32
NiII,1411.07
HI,6562.0
HI,4861.3
HI,4340.5
HI,4101.7
HI,3970.1
HI,3889.5
HI,3835.4
HI,3796.9
HI,3769.7
HeI,2829
HeI,2945
HeI,3188
HeI,3355
HeI,3448
HeI,3614
HeI,3705
HeI,3735
HeI,3820
HeI,3868
HeI,3889
HeI,3965
HeI,4009
HeI,4024
HeI,4026
HeI,4120
HeI,4144
HeI,4169
HeI,4388
HeI,4438
HeI,4471
HeI,4517
HeI,4713
HeI,4922
HeI,5016
HeI,5048
HeI,5876
HeI,6068
HeI,6632
HeI,6678
HeI,7065
HeI,7281
